blue team,red team,result,game time,blue gold,red gold
Estral Esports,Rainbow7,Defeat,39:52,65.9,79.1
Globant Emerald,XTEN Esports,Victory,35:29,64.6,60.2
Rainbow7,Isurus,Victory,28:40,54.5,46.5
Globant Emerald,Furious Gaming,Victory,27:51,52.7,41.7
Estral Esports,Globant Emerald,Victory,35:54,65.7,62.6
All Knights,XTEN Esports,Defeat,42:15,76.4,77.5
Globant Emerald,Furious Gaming,Defeat,32:59,55.7,60.5
Globant Emerald,Furious Gaming,Victory,46:52,87.9,89.3
Isurus,Team Aze,Defeat,30:55,47.4,56.2
Rainbow7,INFINITY,Victory,37:01,67.4,57.3
INFINITY,All Knights,Victory,40:33,76,70.7
Team Aze,INFINITY,Defeat,43:16,73.3,75.9
Globant Emerald,All Knights,Defeat,38:43,66.7,76.5
Isurus,Estral Esports,Defeat,24:29,36.5,48.6
XTEN Esports,Rainbow7,Victory,40:02,73.4,65.6
Team Aze,XTEN Esports,Defeat,31:10,54,59.2
All Knights,Rainbow7,Defeat,30:38,53.2,61.9
Isurus,Globant Emerald,Victory,37:29,69.7,60.9
Team Aze,All Knights,Victory,31:41,56.9,53.7
Estral Esports,INFINITY,Victory,33:43,66.8,53.8
Globant Emerald,Rainbow7,Defeat,29:04,42.6,52.1
Isurus,INFINITY,Defeat,40:42,70.3,77.6
Estral Esports,XTEN Esports,Victory,39:52,75.2,63.6
XTEN Esports,Isurus,Victory,29:11,52.5,50.8
INFINITY,Globant Emerald,Victory,35:01,63,53.8
All Knights,Estral Esports,Victory,32:08,62.1,49
Globant Emerald,Team Aze,Defeat,26:07,41.2,51
Rainbow7,Team Aze,Victory,29:20,57.6,47.2
Rainbow7,Estral Esports,Victory,25:00,52.5,37.8
INFINITY,XTEN Esports,Defeat,37:44,60.5,71.5
Isurus,All Knights,Victory,36:40,67.1,63.1
Estral Esports,Team Aze,Defeat,37:17,65.3,69.6
Isurus,Rainbow7,Defeat,37:29,66.6,70.8
All Knights,INFINITY,Defeat,29:12,46.9,57.3
Team Aze,Isurus,Victory,29:40,56.8,46.9
XTEN Esports,Globant Emerald,Defeat,28:53,47.2,61.5
Globant Emerald,Estral Esports,Defeat,32:10,52.9,62
XTEN Esports,All Knights,Defeat,41:09,74.5,77.3
INFINITY,Rainbow7,Defeat,33:39,53.1,62.9
All Knights,Globant Emerald,Defeat,34:21,55.6,67.1
Rainbow7,XTEN Esports,Victory,35:21,72.3,59.9
Estral Esports,Isurus,Defeat,29:11,48,54.6
INFINITY,Team Aze,Defeat,37:26,63.1,68.3
Globant Emerald,All Knights,Defeat,27:55,50.4,54.8
INFINITY,Team Aze,Defeat,36:02,57.9,63.7
Isurus,XTEN Esports,Victory,32:58,59.5,57.1
Isurus,XTEN Esports,Victory,39:43,71.5,67.7
Isurus,XTEN Esports,Defeat,34:54,59.2,67.3
XTEN Esports,Isurus,Defeat,36:26,59.2,74.8
Rainbow7,Estral Esports,Defeat,34:40,53.3,61.5
Rainbow7,Estral Esports,Defeat,42:06,73.7,76.9
Rainbow7,Estral Esports,Defeat,29:59,44.1,54.6
INFINITY,Team Aze,Defeat,37:39,62.2,72.6
Team Aze,INFINITY,Victory,36:11,68.5,57.5
Isurus,INFINITY,Victory,27:44,53.5,45.3
INFINITY,Team Aze,Defeat,47:31,79.2,85.1
Isurus,INFINITY,Victory,33:57,63.3,53.3
Isurus,INFINITY,Victory,29:60,60.7,46.5
Rainbow7,Isurus,Defeat,26:51,39.9,50.9
Rainbow7,Isurus,Defeat,38:29,61.2,73.1
Estral Esports,Team Aze,Victory,36:04,68.1,64.7
Isurus,Rainbow7,Defeat,30:25,49.3,58.2
Rainbow7,Isurus,Victory,23:46,50.3,35.6
Estral Esports,Team Aze,Defeat,29:42,47.9,59.7
Isurus,Rainbow7,Defeat,36:30,56.9,63.4
Estral Esports,Team Aze,Defeat,31:24,52.5,60.3
Team Aze,Estral Esports,Victory,55:52,96.7,99
Rainbow7,Estral Esports,Defeat,31:05,49,60.9
Estral Esports,Rainbow7,Defeat,38:01,66.5,72.8
Team Aze,Estral Esports,Defeat,29:56,49.4,58.5
Rainbow7,Estral Esports,Defeat,33:42,53.1,63.4
Estral Esports,Rainbow7,Defeat,32:03,51.7,58.1
All Knights,Globant Emerald,Victory,31:60,64.7,50.4
Rainbow7,INFINITY,Victory,42:32,77.1,68.3
Rainbow7,Estral Esports,Defeat,33:33,52,63.8
Team Aze,Estral Esports,Victory,35:31,66.7,56.7
Estral Esports,INFINITY,Victory,25:32,46.7,38.2
Isurus,Globant Emerald,Victory,33:09,66.8,50.3
Team Aze,Estral Esports,Defeat,25:55,39.2,52.4
Team Aze,Estral Esports,Victory,26:07,51.3,40.4
Team Aze,All Knights,Victory,40:35,72.2,68
Isurus,XTEN Esports,Victory,27:35,55.4,46.8
Team Aze,Estral Esports,Defeat,38:00,66.2,72.6
Team Aze,Estral Esports,Victory,34:34,66.2,54.1
Rainbow7,XTEN Esports,Defeat,33:37,54.9,63.8
All Knights,Isurus,Victory,30:22,67.8,53.5
INFINITY,Team Aze,Defeat,33:09,52.4,62
Globant Emerald,Rainbow7,Defeat,29:09,46.1,57.6
XTEN Esports,Estral Esports,Defeat,27:09,44.7,57
INFINITY,All Knights,Victory,32:16,59.2,51.7
Estral Esports,Globant Emerald,Victory,25:18,54.8,37.8
Rainbow7,Isurus,Defeat,30:12,49.6,60.7
XTEN Esports,Team Aze,Victory,30:08,59.4,48.6
Isurus,Estral Esports,Victory,32:48,65.4,51.7
All Knights,Rainbow7,Victory,32:10,57.8,51
Team Aze,Globant Emerald,Victory,31:35,65.4,56.1
INFINITY,XTEN Esports,Victory,28:16,56.4,44.3
Globant Emerald,INFINITY,Defeat,28:44,42.5,54.7
Estral Esports,Rainbow7,Defeat,43:55,81.2,85.2
Team Aze,Isurus,Defeat,31:34,50.5,63
Rainbow7,Team Aze,Victory,25:33,52,42
XTEN Esports,All Knights,Victory,40:04,78.4,67.8
All Knights,Estral Esports,Defeat,31:56,51.7,61.4
INFINITY,Isurus,Defeat,29:59,44.2,59.2
Globant Emerald,XTEN Esports,Defeat,35:04,58.7,67
Estral Esports,Team Aze,Victory,30:27,64.2,49.3
INFINITY,Rainbow7,Victory,33:57,65.3,57.1
All Knights,Team Aze,Defeat,36:27,62.9,71.2
Globant Emerald,All Knights,Defeat,28:35,44,60.5
XTEN Esports,Isurus,Victory,35:33,66.4,60.3
XTEN Esports,Rainbow7,Defeat,24:27,38.5,50.1
Globant Emerald,Isurus,Victory,27:49,57,43.1
INFINITY,Estral Esports,Victory,26:37,50.9,43.5
Estral Esports,XTEN Esports,Victory,25:22,51.5,37.1
All Knights,INFINITY,Defeat,26:49,41.9,54.5
Rainbow7,Globant Emerald,Victory,22:33,48.4,31.1
Team Aze,INFINITY,Victory,31:36,63.1,52.9
Globant Emerald,Estral Esports,Defeat,26:02,43.3,53.2
Team Aze,XTEN Esports,Victory,39:12,71.6,61.4
Isurus,All Knights,Victory,30:31,60.8,47.6
Isurus,Rainbow7,Victory,28:41,59.4,44
XTEN Esports,INFINITY,Defeat,27:03,42.8,57.8
Globant Emerald,Team Aze,Defeat,42:41,75.4,87.1
Rainbow7,All Knights,Victory,32:48,62.7,57.3
Estral Esports,Isurus,Victory,31:55,62.2,53.1
INFINITY,Globant Emerald,Victory,25:41,51.8,39
Rainbow7,Estral Esports,Defeat,30:60,49.8,60.8
Isurus,Team Aze,Defeat,38:21,65.6,70.2
All Knights,XTEN Esports,Victory,27:37,59.7,43.6
Estral Esports,All Knights,Victory,32:25,67.7,55.1
XTEN Esports,Globant Emerald,Defeat,38:59,69.4,71.2
Isurus,INFINITY,Victory,32:23,63.8,49.4
Team Aze,Rainbow7,Defeat,46:13,77.9,86.6
All Knights,XTEN Esports,Victory,37:53,74.3,62.6
INFINITY,All Knights,Victory,34:50,67.6,63.8
All Knights,INFINITY,Defeat,35:05,59.2,64.4
INFINITY,All Knights,Victory,31:40,63.8,56.9
Estral Esports,Team Aze,Victory,26:26,55.4,39.9
Team Aze,INFINITY,Defeat,38:01,68.3,71.1
Estral Esports,Team Aze,Victory,29:40,61.2,48.5
Estral Esports,Team Aze,Victory,30:44,59.5,48.1
Team Aze,INFINITY,Victory,35:10,67.3,63.3
Team Aze,INFINITY,Victory,41:60,75.4,65.1
Isurus,Rainbow7,Defeat,52:58,90,95.1
Isurus,Rainbow7,Victory,31:56,62.4,47.1
INFINITY,Team Aze,Defeat,31:31,51.9,66
Rainbow7,Team Aze,Defeat,29:57,47.2,58.8
Isurus,Rainbow7,Victory,29:41,57.2,46.2
Team Aze,Rainbow7,Defeat,33:44,58,59.8
Rainbow7,Team Aze,Defeat,34:18,60.6,66.3
Rainbow7,Isurus,Victory,34:44,68.6,59.1
Isurus,Rainbow7,Victory,27:52,54.6,45.9
Rainbow7,Team Aze,Victory,35:54,62.9,55.2
Rainbow7,Team Aze,Defeat,38:00,58.8,71.5
Estral Esports,Isurus,Victory,25:38,54.2,40.8
Isurus,Estral Esports,Victory,27:40,52.6,43.6
Estral Esports,Isurus,Victory,35:52,68.6,60.5
Isurus,Estral Esports,Defeat,30:00,44.1,54.6
Isurus,Team Aze,Defeat,27:49,46.2,57.7
Isurus,Team Aze,Victory,25:56,55.1,41.1
Isurus,Team Aze,Victory,34:45,67.9,59.5
Team Aze,Isurus,Defeat,29:16,46.4,60.7
Estral Esports,Isurus,Defeat,28:31,46.3,58
MAMMOTH,PEACE,Defeat,27:08,40.5,54.3
Isurus,Estral Esports,Defeat,37:15,67.3,71.8
Dire Wolves,Gravitas,Victory,30:55,63.6,46.3
Chiefs Esports Club,ORDER,Victory,40:02,75.3,63.6
Estral Esports,Isurus,Defeat,38:32,60.5,71.8
Estral Esports,Isurus,Victory,41:07,80.4,68.5
Pentanet.GG,Kanga Esports,Victory,27:13,54.9,45
ORDER,Gravitas,Victory,23:30,49.2,34.1
Estral Esports,Isurus,Defeat,44:40,76,76.1
MAMMOTH,Chiefs Esports Club,Defeat,25:57,40.6,57.4
Kanga Esports,Dire Wolves,Victory,37:40,67.1,61.8
Pentanet.GG,PEACE,Defeat,37:35,64.4,69.6
ORDER,Kanga Esports,Victory,26:57,55.7,38.1
PEACE,Dire Wolves,Victory,28:28,54.4,43.6
Chiefs Esports Club,Gravitas,Victory,26:33,53.9,43
Pentanet.GG,MAMMOTH,Defeat,38:13,64.8,69.6
Pentanet.GG,Dire Wolves,Victory,27:56,61.2,46.7
Kanga Esports,Chiefs Esports Club,Defeat,28:52,44.6,53.5
PEACE,ORDER,Victory,30:14,56.9,50.1
MAMMOTH,Gravitas,Victory,42:28,77,70
Gravitas,Kanga Esports,Victory,33:17,59.6,57.5
ORDER,Pentanet.GG,Defeat,28:03,47.3,55.3
Chiefs Esports Club,PEACE,Defeat,42:04,69.3,80.2
MAMMOTH,Dire Wolves,Defeat,28:40,49.7,59.8
PEACE,Gravitas,Victory,24:09,52.5,37.8
Kanga Esports,MAMMOTH,Defeat,35:15,57.4,64.2
Pentanet.GG,Chiefs Esports Club,Defeat,31:59,55.3,61.7
ORDER,Dire Wolves,Victory,28:01,55.3,41.5
PEACE,Kanga Esports,Defeat,34:22,54.8,67
Dire Wolves,Chiefs Esports Club,Defeat,24:28,38.4,52.6
ORDER,MAMMOTH,Victory,26:22,56.2,42
Pentanet.GG,Gravitas,Victory,24:00,51.2,40.4
MAMMOTH,PEACE,Defeat,28:52,48.6,57
Pentanet.GG,Kanga Esports,Victory,18:37,38.3,28.2
Dire Wolves,Gravitas,Victory,25:30,54.2,38.5
ORDER,Chiefs Esports Club,Defeat,40:10,72.7,76.6
Kanga Esports,ORDER,Defeat,30:10,48.9,60.1
Chiefs Esports Club,MAMMOTH,Victory,21:40,46.2,37.3
Gravitas,ORDER,Defeat,25:45,38.7,57.9
Dire Wolves,PEACE,Defeat,23:34,35.4,51.8
MAMMOTH,Pentanet.GG,Defeat,23:04,35.4,49.4
Dire Wolves,Kanga Esports,Victory,33:38,66.6,53.6
PEACE,Pentanet.GG,Victory,29:36,59.1,49.2
Gravitas,Chiefs Esports Club,Defeat,34:49,56.9,70.3
Pentanet.GG,Dire Wolves,Victory,27:19,51.2,46.8
Gravitas,MAMMOTH,Defeat,28:58,43.7,55.8
PEACE,ORDER,Victory,33:01,60.9,53.7
Pentanet.GG,Chiefs Esports Club,Defeat,29:59,51,60.7
Kanga Esports,Chiefs Esports Club,Defeat,28:25,48.5,55
MAMMOTH,Dire Wolves,Defeat,32:13,52.5,65.3
PEACE,Gravitas,Defeat,31:24,52.3,58.1
Kanga Esports,MAMMOTH,Victory,31:16,62.4,50.5
ORDER,Pentanet.GG,Victory,33:13,65.4,59.7
Chiefs Esports Club,PEACE,Victory,24:39,53.1,35.7
Dire Wolves,ORDER,Victory,30:59,50.6,48.5
Gravitas,Kanga Esports,Defeat,32:18,58.7,67.1
Chiefs Esports Club,Dire Wolves,Victory,24:11,51.3,43.2
MAMMOTH,ORDER,Defeat,25:38,37.8,53.8
Gravitas,Pentanet.GG,Defeat,25:48,41,59.1
Kanga Esports,PEACE,Defeat,31:47,53,60.8
MAMMOTH,PEACE,Defeat,25:11,35.3,56.7
Gravitas,ORDER,Defeat,28:10,48.9,58.1
Pentanet.GG,Kanga Esports,Victory,19:11,38.6,28.2
Dire Wolves,Gravitas,Victory,24:25,50.4,36.7
Chiefs Esports Club,MAMMOTH,Victory,16:58,42.7,23.8
Dire Wolves,Kanga Esports,Victory,27:55,53.9,42.3
ORDER,Chiefs Esports Club,Defeat,24:30,37.8,52.9
Pentanet.GG,PEACE,Victory,31:50,60,50.6
Kanga Esports,ORDER,Defeat,30:06,51,62.6
Dire Wolves,PEACE,Defeat,36:16,63.2,65.5
Pentanet.GG,MAMMOTH,Victory,19:38,42,29.2
Pentanet.GG,Dire Wolves,Victory,37:09,72.5,67.7
Gravitas,Chiefs Esports Club,Defeat,18:32,24.9,40.5
Chiefs Esports Club,Kanga Esports,Victory,31:06,62.5,52.9
PEACE,ORDER,Victory,30:06,56.2,47.7
Gravitas,MAMMOTH,Defeat,30:08,45.4,57.1
Gravitas,Kanga Esports,Defeat,30:48,50.2,61.5
Pentanet.GG,ORDER,Victory,26:37,49.9,41
Chiefs Esports Club,PEACE,Victory,32:09,61.3,53.9
MAMMOTH,Dire Wolves,Defeat,36:17,59.7,69.3
Chiefs Esports Club,Pentanet.GG,Defeat,35:33,58.9,69.8
PEACE,Gravitas,Defeat,31:59,52.2,58.7
MAMMOTH,Kanga Esports,Defeat,35:22,59.1,63.9
ORDER,Dire Wolves,Defeat,31:05,53.9,58.8
Dire Wolves,Chiefs Esports Club,Defeat,28:09,46.7,57.7
MAMMOTH,ORDER,Defeat,27:30,46.8,63.7
Gravitas,Pentanet.GG,Defeat,22:45,35.2,49.2
Kanga Esports,PEACE,Defeat,34:07,56.7,68.1
PEACE,Pentanet.GG,Defeat,28:45,49,58.5
PEACE,Pentanet.GG,Defeat,32:48,50,62.1
PEACE,Pentanet.GG,Defeat,22:57,35,45.7
Pentanet.GG,ORDER,Defeat,34:42,63.2,69.4
ORDER,Dire Wolves,Victory,34:51,61.9,61.6
Dire Wolves,ORDER,Defeat,29:05,47.7,56.4
ORDER,Pentanet.GG,Victory,34:30,64.5,61.8
ORDER,Pentanet.GG,Victory,36:26,71.1,60.3
Dire Wolves,ORDER,Defeat,25:14,38.4,50.6
Gravitas,ORDER,Defeat,24:41,35.9,55.4
Chiefs Esports Club,ORDER,Defeat,26:48,46.1,50.6
Chiefs Esports Club,ORDER,Victory,26:08,54.7,42.5
Chiefs Esports Club,Pentanet.GG,Victory,40:31,78.9,69.8
Chiefs Esports Club,Pentanet.GG,Defeat,33:30,53.3,67.3
Pentanet.GG,Kanga Esports,Victory,38:05,72.6,60.5
PEACE,Dire Wolves,Victory,32:32,59.4,56.5
Chiefs Esports Club,ORDER,Defeat,34:06,57,62.5
ORDER,Chiefs Esports Club,Defeat,28:08,48.7,54.6
Pentanet.GG,Chiefs Esports Club,Defeat,41:01,76.6,80.5
Chiefs Esports Club,Pentanet.GG,Defeat,47:52,80.6,80.8
Chiefs Esports Club,MAMMOTH,Victory,24:11,55.8,38.4
Kanga Esports,PEACE,Defeat,33:21,57.4,65.5
Chiefs Esports Club,ORDER,Defeat,33:40,56.9,67.4
Pentanet.GG,Chiefs Esports Club,Defeat,22:23,34.9,50.1
PEACE,ORDER,Defeat,38:60,61.6,71.8
Gravitas,Dire Wolves,Defeat,26:23,39.9,56.2
Pentanet.GG,MAMMOTH,Victory,26:50,58.7,38.7
PEACE,ORDER,Defeat,30:15,49.6,55.2
ORDER,PEACE,Victory,26:22,57.9,45.4
Chiefs Esports Club,ORDER,Victory,22:43,47,35.1
MAMMOTH,PEACE,Victory,34:11,65.9,59.4
Pentanet.GG,ORDER,Victory,35:24,71.4,60
Kanga Esports,Dire Wolves,Defeat,39:56,68.9,79.3
Gravitas,Chiefs Esports Club,Defeat,26:36,41.5,53.6
Chiefs Esports Club,Pentanet.GG,Victory,25:44,48.3,42.5
Dire Wolves,MAMMOTH,Victory,33:29,66.1,52.2
ORDER,PEACE,Victory,25:23,50,37.9
Kanga Esports,Gravitas,Victory,33:02,62.7,53.6
Kanga Esports,MAMMOTH,Victory,32:34,64.3,58.5
PEACE,Chiefs Esports Club,Defeat,25:04,39.3,49
Dire Wolves,ORDER,Victory,45:47,89,81.6
Pentanet.GG,Gravitas,Victory,26:38,55.5,40.4
ORDER,Kanga Esports,Victory,28:28,59.4,46.4
Gravitas,MAMMOTH,Defeat,41:21,76.4,77.4
Dire Wolves,Chiefs Esports Club,Defeat,27:35,44,54.9
Pentanet.GG,PEACE,Defeat,44:08,79.4,77.3
ORDER,MAMMOTH,Victory,26:43,60.2,40.2
Pentanet.GG,Dire Wolves,Defeat,26:48,42.3,50.7
Gravitas,PEACE,Defeat,30:14,47.5,52.9
Kanga Esports,Chiefs Esports Club,Defeat,22:25,31.5,51
ORDER,Gravitas,Victory,22:39,46.9,32.2
Chiefs Esports Club,MAMMOTH,Victory,21:53,51.3,34
Kanga Esports,Pentanet.GG,Defeat,30:08,50.5,61.7
PEACE,Dire Wolves,Victory,33:08,64.7,57.5
Gravitas,Dire Wolves,Defeat,31:38,52.9,63.2
PEACE,Kanga Esports,Defeat,34:01,58.1,67.5
Pentanet.GG,MAMMOTH,Victory,32:08,66.6,57.7
ORDER,Chiefs Esports Club,Defeat,28:14,44.5,55.8
MAMMOTH,PEACE,Victory,36:15,72,65.4
ORDER,Pentanet.GG,Victory,31:16,64.2,54.2
Gravitas,Chiefs Esports Club,Defeat,23:49,39,53.7
Gravitas,Pentanet.GG,Defeat,25:36,37.6,55
Kanga Esports,Dire Wolves,Victory,39:21,74.5,66.3
Chiefs Esports Club,Pentanet.GG,Victory,35:06,70.3,61
PEACE,Chiefs Esports Club,Defeat,25:27,39.1,54.2
ORDER,Dire Wolves,Victory,31:13,61,54.7
Kanga Esports,Gravitas,Victory,24:44,52,39.3
PEACE,ORDER,Victory,31:41,61.4,56.2
MAMMOTH,Kanga Esports,Defeat,26:36,45.9,56.5
Chiefs Esports Club,Dire Wolves,Victory,25:49,57.8,40.1
Kanga Esports,ORDER,Defeat,33:13,56.2,65.2
Dire Wolves,MAMMOTH,Victory,30:34,56.5,51.6
MAMMOTH,Gravitas,Victory,29:18,56.7,47.7
PEACE,Pentanet.GG,Victory,24:50,49.9,38.5
Pentanet.GG,Dire Wolves,Defeat,32:02,55.3,59.4
PEACE,Gravitas,Victory,34:02,66.8,57.9
Chiefs Esports Club,Kanga Esports,Victory,29:05,62.2,49.8
MAMMOTH,ORDER,Defeat,35:01,54.8,69
Gravitas,ORDER,Defeat,29:10,46.6,58.9
Chiefs Esports Club,MAMMOTH,Victory,25:44,53.4,40.8
Pentanet.GG,Kanga Esports,Victory,32:09,66.6,51.9
PEACE,Dire Wolves,Defeat,34:23,60,63.8
Kanga Esports,PEACE,Victory,33:02,59.4,57.5
Dire Wolves,Gravitas,Victory,29:41,58.4,47.4
MAMMOTH,Pentanet.GG,Defeat,26:57,39,59.4
ORDER,Chiefs Esports Club,Defeat,30:09,52.6,63.6
MAMMOTH,PEACE,Victory,28:29,54.8,48
Pentanet.GG,ORDER,Victory,26:02,51,39.6
Chiefs Esports Club,Gravitas,Victory,23:55,50.3,36.4
Kanga Esports,Dire Wolves,Victory,31:10,60.7,50.4
Chiefs Esports Club,Pentanet.GG,Victory,30:03,64.1,53
Dire Wolves,MAMMOTH,Victory,24:06,48.2,37.6
ORDER,PEACE,Victory,39:33,75,63.2
Kanga Esports,Gravitas,Victory,23:04,45.6,34.1
Kanga Esports,MAMMOTH,Victory,24:36,48.6,37.2
Chiefs Esports Club,PEACE,Victory,35:00,68.8,60.8
ORDER,Dire Wolves,Victory,34:08,71,58.1
Pentanet.GG,Gravitas,Victory,32:09,66.5,52
Dire Wolves,Chiefs Esports Club,Defeat,24:50,37.9,55.1
ORDER,Kanga Esports,Victory,25:12,55.4,38.4
Gravitas,MAMMOTH,Defeat,37:43,72.3,73.2
PEACE,Pentanet.GG,Defeat,24:59,36,54.4
Dire Wolves,Pentanet.GG,Defeat,25:01,38.4,55.4
Gravitas,PEACE,Defeat,31:36,50.1,63.1
Kanga Esports,Chiefs Esports Club,Defeat,40:33,68.1,79.8
ORDER,MAMMOTH,Victory,28:34,59.5,46.7
ORDER,Pentanet.GG,Victory,35:30,69.4,60.8
ORDER,Pentanet.GG,Victory,40:26,73.3,73.2
Pentanet.GG,ORDER,Victory,25:11,51.9,36.8
ORDER,Pentanet.GG,Defeat,32:36,50.3,62.6
ORDER,Pentanet.GG,Victory,38:57,74.2,66.6
Kanga Esports,Dire Wolves,Victory,36:45,69.1,63.1
Kanga Esports,Dire Wolves,Victory,28:24,56.8,45.1
Kanga Esports,Dire Wolves,Defeat,44:46,79.2,84.8
Kanga Esports,Dire Wolves,Victory,25:20,50.6,42.8
ORDER,Pentanet.GG,Defeat,31:34,52.1,64.2
Chiefs Esports Club,ORDER,Victory,23:36,47.2,37.3
ORDER,Pentanet.GG,Defeat,28:51,43.3,56.5
ORDER,Pentanet.GG,Defeat,36:57,63.1,74
ORDER,Chiefs Esports Club,Defeat,32:11,50.8,61.6
Chiefs Esports Club,Pentanet.GG,Victory,25:16,50.6,40.9
Pentanet.GG,Chiefs Esports Club,Defeat,25:08,42.2,51.3
ORDER,Chiefs Esports Club,Defeat,45:31,73.8,80.9
Pentanet.GG,Kanga Esports,Victory,40:03,81.1,69.9
Deep Cross Gaming,J Team,Victory,28:06,55.3,41.6
Pentanet.GG,Chiefs Esports Club,Victory,33:25,67.5,49.2
Chiefs Esports Club,Pentanet.GG,Victory,40:03,69.9,69.4
Kanga Esports,Pentanet.GG,Defeat,30:13,44.6,61.6
Frank Esports,Impunity,Victory,35:57,68.5,62.2
Meta Falcon Team,Hurricane Gaming,Victory,31:18,66.8,54.4
Pentanet.GG,Kanga Esports,Victory,31:30,63.3,53.5
PSG Talon,Beyond Gaming,Defeat,27:04,44.9,52.3
CTBC Flying Oyster,Frank Esports,Victory,24:06,50.5,33.8
J Team,Impunity,Victory,31:08,65.4,47.5
PSG Talon,Hurricane Gaming,Victory,21:30,46.5,31.2
Meta Falcon Team,Beyond Gaming,Victory,35:14,61.1,52.5
J Team,Hurricane Gaming,Victory,21:39,49.3,33.8
Meta Falcon Team,CTBC Flying Oyster,Defeat,23:21,34.1,49.3
Deep Cross Gaming,Frank Esports,Victory,31:01,62.7,46.7
PSG Talon,Impunity,Victory,31:12,63.3,49.4
CTBC Flying Oyster,SEM9,Victory,25:23,54,41.3
PSG Talon,SEM9,Victory,20:54,46.1,29.6
Impunity,CTBC Flying Oyster,Defeat,31:46,54.1,62.7
Deep Cross Gaming,Meta Falcon Team,Victory,28:39,60,48.3
J Team,Frank Esports,Victory,28:09,54.9,39.9
Beyond Gaming,Hurricane Gaming,Victory,29:25,59.1,45.2
Deep Cross Gaming,SEM9,Victory,24:34,52.9,36.9
CTBC Flying Oyster,J Team,Victory,28:14,53.1,43.7
Beyond Gaming,Deep Cross Gaming,Defeat,40:19,68,77.6
Impunity,Meta Falcon Team,Victory,31:24,59.3,50.9
SEM9,Hurricane Gaming,Defeat,27:12,43.8,54.9
Frank Esports,PSG Talon,Defeat,34:02,52.6,63.8
SEM9,Beyond Gaming,Defeat,28:40,42.6,58.9
SEM9,Impunity,Defeat,30:42,50.5,62.8
Frank Esports,Hurricane Gaming,Victory,32:33,62.3,52.6
Beyond Gaming,Frank Esports,Victory,27:60,53.6,40.4
J Team,Beyond Gaming,Victory,37:39,72.3,60.9
Deep Cross Gaming,Impunity,Victory,31:14,61.6,54.2
CTBC Flying Oyster,Hurricane Gaming,Victory,22:43,50.5,31.3
PSG Talon,Meta Falcon Team,Victory,29:02,58.4,45.3
CTBC Flying Oyster,Deep Cross Gaming,Victory,29:18,53.8,46.6
Meta Falcon Team,SEM9,Victory,28:59,63,44.5
Deep Cross Gaming,Hurricane Gaming,Victory,21:18,47,32.2
Impunity,Beyond Gaming,Defeat,23:26,37.8,47.4
J Team,SEM9,Victory,25:31,54,41.8
Frank Esports,Meta Falcon Team,Victory,30:40,59.8,50.1
Meta Falcon Team,J Team,Defeat,26:21,38.6,56.5
Beyond Gaming,CTBC Flying Oyster,Victory,29:02,62.9,45.9
Frank Esports,SEM9,Victory,28:54,56.5,47.1
Impunity,Hurricane Gaming,Victory,30:09,59.2,51.7
J Team,PSG Talon,Defeat,37:53,61.3,70.4
Deep Cross Gaming,Meta Falcon Team,Victory,33:27,69.6,59
Impunity,Deep Cross Gaming,Defeat,22:38,33.7,48.1
SEM9,PSG Talon,Defeat,25:02,36,53.6
CTBC Flying Oyster,Hurricane Gaming,Victory,21:50,47.7,31
Frank Esports,Beyond Gaming,Defeat,38:34,64.1,69.4
Beyond Gaming,Hurricane Gaming,Victory,23:59,50,36.6
SEM9,Meta Falcon Team,Defeat,26:32,36.8,54.9
PSG Talon,J Team,Victory,32:09,60.5,49.1
Frank Esports,J Team,Defeat,37:51,63.2,66.8
CTBC Flying Oyster,Impunity,Victory,26:35,53.5,45.1
SEM9,Frank Esports,Defeat,26:06,37.7,57.3
Hurricane Gaming,J Team,Defeat,26:08,40.3,56
PSG Talon,CTBC Flying Oyster,Victory,29:25,58.2,44.6
Deep Cross Gaming,PSG Talon,Defeat,35:40,57.2,69.1
Impunity,Hurricane Gaming,Victory,37:46,69.6,65.4
CTBC Flying Oyster,Meta Falcon Team,Victory,33:10,67.6,53.9
Frank Esports,Deep Cross Gaming,Victory,32:51,63.7,50.2
PSG Talon,Frank Esports,Victory,25:26,56.1,38.9
SEM9,Hurricane Gaming,Defeat,34:38,59.4,66.6
J Team,Meta Falcon Team,Victory,24:34,54.4,37
CTBC Flying Oyster,Beyond Gaming,Defeat,31:09,53.2,54.9
Beyond Gaming,SEM9,Victory,21:50,50.3,32.7
PSG Talon,Impunity,Victory,27:16,54,42.3
Impunity,Meta Falcon Team,Defeat,38:22,64.7,68.6
CTBC Flying Oyster,PSG Talon,Victory,39:57,76.7,68.6
SEM9,J Team,Defeat,23:34,35.2,55.2
Meta Falcon Team,Hurricane Gaming,Victory,40:45,80.4,70.4
J Team,CTBC Flying Oyster,Victory,26:08,49.8,41.3
Meta Falcon Team,Frank Esports,Victory,25:45,51.2,39
Deep Cross Gaming,Hurricane Gaming,Victory,23:02,45,35.8
Frank Esports,Impunity,Defeat,41:22,70.8,78.9
J Team,Deep Cross Gaming,Victory,33:20,62.1,52.5
Deep Cross Gaming,Beyond Gaming,Victory,33:02,59.6,54.7
Beyond Gaming,Impunity,Victory,28:09,58.3,47.5
CTBC Flying Oyster,SEM9,Victory,25:43,52.7,40.6
PSG Talon,Deep Cross Gaming,Victory,31:29,62.1,51
